"spotify_id,""name"",""artists"",""daily_rank"",""daily_movement"",""weekly_movement"",""country"",""snapshot_date"",""popularity"",""is_explicit"",""duration_ms"",""album_name"",""album_release_date"",""danceability"",""energy"",""key"",""loudness"",""mode"",""speechiness"",""acousticness"",""instrumentalness"",""liveness"",""valence"",""tempo"",""time_signature""";;
"43PiEypaceH339CSNiggyj,""BBY BOO - REMIX"",""iZaak, Jhayco, Anuel AA"",""44"",""-1"",""-7"",""NI"",""2024-05-13"",""86"",""True"",""275862"",""BBY BOO (REMIX)"",""2024-03-27"",""0.703"",""0.617"",""5"",""-5.696"",""1"",""0.151"",""0.215"",""6.11e-06"",""0.433"",""0.486"",""173.97"",""4""";;
"4H6o1bxKRGzmsE0vzo968m,""Qué Agonía"",""Yuridia, Ángela Aguilar"",""45"",""-3"",""-15"",""NI"",""2024-05-13"",""80"",""False"",""152923"",""Pa' Luego Es Tarde"",""2022-10-20"",""0.732"",""0.573"",""11"",""-5.733"",""1"",""0.0237"",""0.56"",""9.34e-06"",""0.0543"",""0.882"",""97.502"",""4""";;
"6mmPpaltUZK7xjNlBPQQ0p,""Desesperados"",""Rauw Alejandro, Chencho Corleone"",""46"",""-5"",""-5"",""NI"",""2024-05-13"",""82"",""True"",""224996"",""VICE VERSA"",""2021-12-10"",""0.869"",""0.694"",""1"",""-3.35"",""0"",""0.0783"",""0.356"",""0.00125"",""0.0878"",""0.511"",""90.02"",""4""";;
"6NdKkfo7o6IH1Op0jsBDjN,""Si No Le Contesto"",""Plan B"",""47"",""0"",""3"",""NI"",""2024-05-13"",""78"",""False"",""221520"",""House of Pleasure"",""2010-07-20"",""0.847"",""0.755"",""1"",""-4.569"",""0"",""0.0498"",""0.101"",""0.0"",""0.184"",""0.531"",""94.994"",""4""";;
"6DUdDIRgLqCGq1DwkNWQTN,""Borro Cassette"",""Maluma"",""48"",""-2"",""2"",""NI"",""2024-05-13"",""81"",""False"",""207306"",""Pretty Boy, Dirty Boy"",""2015-10-30"",""0.73"",""0.701"",""5"",""-5.885"",""0"",""0.106"",""0.132"",""0.0"",""0.151"",""0.785"",""175.95"",""4""";;
"2ctjDCCg1wHoQSjIJ8p6U4,""Candy"",""Plan B"",""49"",""-1"",""1"",""NI"",""2024-05-13"",""73"",""False"",""207626"",""Love And Sex"",""2014-08-25"",""0.897"",""0.864"",""11"",""-3.735"",""0"",""0.147"",""0.252"",""0.0"",""0.517"",""0.542"",""95.981"",""4""";;
"7s4emXHJwAuo5VvGBXmnBL,""offline"",""Young Miko, Feid"",""50"",""-1"",""-14"",""NI"",""2024-05-13"",""88"",""True"",""201935"",""att."",""2024-04-05"",""0.794"",""0.729"",""4"",""-5.424"",""0"",""0.111"",""0.181"",""0.0"",""0.105"",""0.54"",""92.967"",""4""";;
"1Ss5QjczHsdYkvNsiBmoqS,""Instagram"",""Muyeez, Seyi Vibez"",""1"",""0"",""0"",""NG"",""2024-05-13"",""68"",""False"",""140606"",""Instagram"",""2024-04-30"",""0.554"",""0.685"",""2"",""-7.529"",""1"",""0.218"",""0.356"",""0.0"",""0.0798"",""0.432"",""198.186"",""4""";;
"4cpxSBb2TRx8WJhQM1Jdpk,""Stubborn (with Asake)"",""Victony, Asake"",""2"",""1"",""48"",""NG"",""2024-05-13"",""60"",""False"",""176333"",""Stubborn (with Asake)"",""2024-05-10"",""0.8"",""0.663"",""9"",""-9.608"",""0"",""0.164"",""0.453"",""0.0"",""0.0929"",""0.863"",""109.979"",""4""";;
"6HTjqv0AsiZ34fOMcGCbSX,""Bad Vibes (feat. Seyi Vibez)"",""Ayra Starr, Seyi Vibez"",""3"",""-1"",""47"",""NG"",""2024-05-13"",""63"",""False"",""168406"",""Bad Vibes"",""2024-05-09"",""0.694"",""0.672"",""1"",""-5.527"",""0"",""0.127"",""0.307"",""0.0"",""0.277"",""0.804"",""96.003"",""4""";;
"5Wxkvvb6pLky16pwq4gBI3,""Dealer"",""Ayo Maff, Fireboy DML"",""4"",""0"",""-1"",""NG"",""2024-05-13"",""68"",""False"",""180594"",""Dealer"",""2024-04-16"",""0.49"",""0.651"",""11"",""-6.259"",""1"",""0.138"",""0.714"",""7.59e-06"",""0.108"",""0.567"",""67.813"",""5""";;
"52Krs3LCqtcfeiWUvhxncK,""POE"",""Ruger, Bnxn"",""5"",""1"",""-3"",""NG"",""2024-05-13"",""68"",""False"",""206000"",""RnB"",""2024-04-17"",""0.78"",""0.652"",""5"",""-6.548"",""1"",""0.143"",""0.64"",""0.0"",""0.156"",""0.577"",""113.988"",""4""";;
"75c5cm8y5Fzb6aTZM3MOpN,""Bahamas"",""Young Jonn"",""6"",""-1"",""-2"",""NG"",""2024-05-13"",""68"",""False"",""166956"",""Jiggy Forever"",""2024-04-12"",""0.764"",""0.804"",""8"",""-5.885"",""1"",""0.116"",""0.114"",""0.0147"",""0.205"",""0.331"",""115.028"",""4""";;
"7FB5261Iv3MRbSz13HYP5l,""Different Pattern"",""Seyi Vibez"",""7"",""0"",""0"",""NG"",""2024-05-13"",""69"",""False"",""123333"",""NAHAMciaga"",""2023-12-08"",""0.691"",""0.799"",""9"",""-6.873"",""0"",""0.0657"",""0.576"",""0.0"",""0.295"",""0.972"",""107.987"",""4""";;
"74CA9T8IpFzrLNFV6EoY3a,""Adenuga (feat. Qing Madi)"",""Joeboy, Qing Madi"",""8"",""0"",""1"",""NG"",""2024-05-13"",""68"",""True"",""160000"",""Adenuga x Concerning"",""2024-04-17"",""0.594"",""0.789"",""8"",""-4.847"",""0"",""0.051"",""0.289"",""0.0"",""0.166"",""0.351"",""114.086"",""4""";;
"6FZlSfQrD9aoB4SSnoAzWk,""ASAP"",""Shallipopi"",""9"",""0"",""-4"",""NG"",""2024-05-13"",""69"",""True"",""160375"",""Shakespopi"",""2024-04-11"",""0.617"",""0.827"",""0"",""-5.896"",""1"",""0.33"",""0.155"",""1.87e-05"",""0.537"",""0.682"",""89.163"",""4""";;
"2DRHfIWD9Mg70QgTxAKn4m,""WhatsApp"",""Seyi Vibez, Bloody Civilian"",""10"",""1"",""40"",""NG"",""2024-05-13"",""59"",""True"",""134237"",""WhatsApp"",""2024-05-06"",""0.531"",""0.574"",""7"",""-10.503"",""1"",""0.32"",""0.533"",""2.34e-06"",""0.113"",""0.301"",""74.571"",""5""";;
"47hsUYxvbTlBAN3sP9dEOd,""Love Me JeJe"",""Tems"",""11"",""-1"",""-3"",""NG"",""2024-05-13"",""78"",""False"",""178041"",""Love Me JeJe"",""2024-04-25"",""0.838"",""0.537"",""11"",""-10.28"",""1"",""0.119"",""0.156"",""0.446"",""0.107"",""0.56"",""103.95"",""4""";;
"1zM2WWrMOt5Jt2jR39cBDp,""Ogo"",""Seyi Vibez, Tion Wayne"",""12"",""0"",""-6"",""NG"",""2024-05-13"",""62"",""False"",""177000"",""Ogo"",""2024-05-02"",""0.889"",""0.592"",""9"",""-7.489"",""1"",""0.172"",""0.327"",""0.00555"",""0.063"",""0.905"",""110.072"",""4""";;
"1kW728xFsRBvunN1yiTsNf,""Ilashe"",""Ruger, Bnxn"",""13"",""0"",""0"",""NG"",""2024-05-13"",""68"",""True"",""160885"",""RnB"",""2024-04-17"",""0.811"",""0.754"",""8"",""-6.868"",""0"",""0.0603"",""0.0372"",""0.000247"",""0.119"",""0.451"",""115.02"",""4""";;
"0Q1bMs3xLQiDEeaneehdxv,""Remember"",""Asake"",""14"",""4"",""12"",""NG"",""2024-05-13"",""65"",""False"",""182142"",""Work Of Art"",""2023-06-15"",""0.755"",""0.675"",""10"",""-6.973"",""1"",""0.0918"",""0.512"",""1.41e-06"",""0.117"",""0.783"",""112.049"",""4""";;
"4EoYs4KY7oHQpJPTuxD7mU,""Romeo Must Die (RMD)"",""Ruger, Bnxn"",""15"",""4"",""1"",""NG"",""2024-05-13"",""63"",""False"",""160000"",""RnB"",""2024-04-17"",""0.822"",""0.657"",""6"",""-6.364"",""0"",""0.0634"",""0.297"",""6.62e-05"",""0.144"",""0.553"",""105.024"",""4""";;
